,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t206,12.635601,0.33433384,-0.2116567,2.614766,-0.0006035888,-1.6918532,0.01005296,-0.019546976,0.722991,14.066857,14.332267,0.3299352,0.51058406,4.8334713,-0.123165615,-0.57175094,-0.05687046,0.3510922,-0.31011072,-0.012501521,-0.011534424,0.5151617,0.1788373
t207,12.631442,0.3342151,-0.21169187,2.6151857,-0.000603073,-1.6908549,0.010004385,-0.019364696,0.722808,14.066703,14.329358,0.3281287,0.5098934,4.8278127,-0.123146094,-0.57145697,-0.056859136,0.3507305,-0.30984443,-0.012746446,-0.0114440145,0.51481396,0.17597318
t177,12.592831,0.33823532,-0.21202189,2.588569,-0.0005980568,-1.69007,0.010527592,-0.018850805,0.7211592,14.053052,14.307752,0.34272093,0.50392705,4.837166,-0.12108362,-0.5705888,-0.056957785,0.35214013,-0.3083448,-0.012631942,-0.011204973,0.5159865,0.21273065
t178,12.590113,0.33473518,-0.21170661,2.5939329,-0.0005988972,-1.6864368,0.01037572,-0.019371377,0.7233678,14.02879,14.3108015,0.33198857,0.5093367,4.814433,-0.121305585,-0.5729058,-0.056856696,0.35138112,-0.3073891,-0.01239819,-0.009549086,0.5150122,0.18734384
t78,15.625827,0.094558075,-0.17347562,5.2111998,-0.00070134894,-1.4269966,0.0041135303,-0.048360188,0.5068369,8.608802,9.3013115,-0.00336353,0.48235917,1.4475573,-0.07134077,-0.40357432,-0.039228838,0.26156443,-0.23951297,-0.013885104,3.753261,0.30439192,-0.017487952
t65,14.318014,0.18056871,-0.17269784,4.320863,-0.0006830075,-1.4927431,0.008093759,-0.045237307,0.5278549,9.762447,10.319614,0.21501766,0.43769342,2.6363797,-0.0652719,-0.43804896,-0.04419289,0.29300466,-0.2540729,-0.025815545,2.7173302,0.34082633,0.019410841
t92,14.60347,0.16751033,-0.18384919,4.3726397,-0.00067612674,-1.5043707,0.0045263157,-0.043172054,0.56850463,10.158669,10.646428,0.04985669,0.4689185,2.48485,-0.077800356,-0.44697875,-0.045017075,0.28360033,-0.25978953,-0.022082385,2.5628197,0.3612778,-0.0077117262
t235,11.920054,0.36937785,-0.20301725,2.3151357,-0.0006358276,-1.6829687,0.0138427,-0.04720559,0.67884517,13.547771,13.885734,0.60166323,0.48794058,5.1843343,-0.091510326,-0.54742736,-0.057373915,0.36471158,-0.30879298,-0.030790765,-0.0035611037,0.49850848,0.5677502
t236,11.920137,0.3693882,-0.2030268,2.3151038,-0.00063583144,-1.6829814,0.0138382735,-0.04719843,0.6788287,13.547688,13.885968,0.60180664,0.48787117,5.1842785,-0.09152761,-0.54742074,-0.05737123,0.3647494,-0.308795,-0.030793032,-0.003567859,0.49849322,0.5675385
t126,13.033569,0.2725511,-0.19328278,3.187178,-0.0006453822,-1.5990528,0.009665359,-0.04328368,0.6400063,12.229741,12.556306,0.33711773,0.47198957,3.9962308,-0.08738761,-0.50789833,-0.052363552,0.32076317,-0.28685683,-0.025788039,0.98939186,0.43995237,0.22109413
t161,12.251228,0.35325685,-0.20927413,2.4497054,-0.0006097978,-1.7052971,0.009277386,-0.023765326,0.71271837,13.853845,14.020987,0.45091897,0.4638545,4.973675,-0.10335276,-0.5531777,-0.05801484,0.3583774,-0.30656773,-0.03149274,-0.00725037,0.5023282,0.4023702
t233,12.3072195,0.3503826,-0.21212012,2.4788365,-0.0006135121,-1.7060399,0.007966736,-0.018844694,0.71943396,13.880418,14.056595,0.41918254,0.4711839,4.9351873,-0.10422807,-0.55754435,-0.05838843,0.35674983,-0.30611,-0.032393552,-0.0072054667,0.5057179,0.36003995
t234,12.30714,0.35042384,-0.21211359,2.478759,-0.0006134866,-1.7060851,0.00796566,-0.018871376,0.71940136,13.880544,14.056452,0.4193519,0.47115916,4.935213,-0.10419589,-0.55752945,-0.05838675,0.3567735,-0.30610913,-0.032413304,-0.0071863243,0.5057136,0.36012554
t205,12.306524,0.35015354,-0.21153727,2.4777336,-0.0006129818,-1.7061553,0.008145148,-0.01993745,0.71865684,13.876686,14.051799,0.42200673,0.47164544,4.940341,-0.10357923,-0.5574758,-0.058361724,0.35664248,-0.30618107,-0.03227064,-0.007181049,0.5051441,0.3697009
t152,12.203161,0.36577463,-0.20758048,2.4166327,-0.0006237849,-1.702617,0.009245575,-0.02419294,0.6996135,13.779417,13.92758,0.59089184,0.4437979,5.063823,-0.09244136,-0.54756993,-0.05901649,0.3634316,-0.31028906,-0.031089295,-0.0045219003,0.49938378,0.43767166
t153,12.209901,0.369216,-0.20783913,2.3995428,-0.00062090537,-1.7126973,0.009662152,-0.023228096,0.6983346,13.808577,13.965642,0.56734776,0.4454201,5.1094904,-0.09123239,-0.54755014,-0.05901246,0.3641454,-0.31190062,-0.032418717,-0.0026414008,0.5015958,0.447078
t201,12.131459,0.3693472,-0.20729864,2.3289351,-0.000609928,-1.6896616,0.01120829,-0.028586444,0.68336046,13.603617,13.804242,0.5465855,0.43487656,5.0821404,-0.09478491,-0.543539,-0.057727214,0.35931545,-0.30596083,-0.032920364,0.0101562,0.49418283,0.5048969
t202,12.250099,0.35529867,-0.20571013,2.433552,-0.0006125011,-1.6795728,0.0102338325,-0.028747795,0.67949164,13.447102,13.669385,0.5180125,0.434759,4.942265,-0.09257487,-0.5413849,-0.056995638,0.353155,-0.30353028,-0.032322172,0.12372522,0.48881498,0.45404148
t89,11.88623,0.3726084,-0.20267312,2.3922346,-0.00063616794,-1.6794442,0.013163607,-0.023730468,0.6756821,13.421059,13.688087,0.51912314,0.45508713,5.148787,-0.08935418,-0.5431485,-0.05785019,0.35560006,-0.3021956,-0.039679326,0.12988095,0.48995134,0.57725215
t57,15.505329,0.09317335,-0.15720505,5.3815565,-0.0007140355,-1.3837644,0.0072057075,-0.052459978,0.43004322,7.4871564,8.251811,0.025246633,0.4416596,1.3192114,-0.04808212,-0.36256146,-0.03662781,0.25686836,-0.22528036,-0.026042704,4.361904,0.25451714,-0.008968266
t32,16.124846,0.026082905,-0.09794837,6.9521313,-0.0007803686,-1.1896348,0.016560867,-0.07605193,0.15867497,2.5886028,3.703743,0.14363286,0.39662412,-0.006624434,0.31042588,-0.20577522,-0.023042371,0.22256698,-0.15977588,-0.04418977,7.368355,0.059245355,0.2015487
t33,15.341225,0.04574068,-0.10286252,6.369004,-0.000738127,-1.2251635,0.021829074,-0.067659564,0.18547949,3.5817099,4.4123635,0.36326253,0.37148046,0.5031729,0.45123038,-0.22924936,-0.027751315,0.23808718,-0.16931309,-0.05504178,6.7730365,0.085567124,0.5355096
t27,14.881893,0.012239498,-0.10793652,6.6689253,-0.00075040065,-1.1704419,0.021306816,-0.04277843,0.14995421,2.638316,4.0919676,0.21592036,0.4176097,0.39452812,0.6885515,-0.20719917,-0.024714991,0.25850502,-0.154496,-0.056922138,7.0689554,0.056499477,0.6080599
t30,14.510863,0.103886545,-0.115769655,7.0362277,-0.0007771011,-1.1246786,0.018159686,-0.021878323,0.11712677,1.679222,3.7904918,0.15826073,0.466341,0.18158819,0.9387918,-0.17900522,-0.020749692,0.29882914,-0.14042231,-0.05714762,7.4022655,0.026011966,0.490628
t52,11.890234,0.18733317,-0.14164135,5.2257695,-0.0007142318,-1.283408,0.034135755,-0.0051063406,0.18249565,4.498686,6.37326,1.0471917,0.47069427,2.945157,1.3657526,-0.24643517,-0.03377255,0.41096812,-0.17994493,-0.08845044,5.6346006,0.12618597,1.5262682
t53,10.924596,0.24913771,-0.1520446,4.598311,-0.0006890463,-1.3366535,0.038194507,0.041539773,0.20713411,5.4593086,7.2999997,1.2875649,0.4948671,3.8202727,1.4958802,-0.2727889,-0.037776083,0.44586137,-0.19230518,-0.094279245,4.9988036,0.17037539,1.8991253
t22,12.999711,0.08849232,-0.12937626,6.8261275,-0.0007706954,-1.0854838,0.021011503,0.19060092,0.09018249,1.1202682,4.071077,0.36389932,0.53258836,0.7290461,1.3280069,-0.1652284,-0.019929523,0.3664601,-0.13489732,-0.059612732,7.2665987,0.017878367,0.8186114
t68,10.053355,0.1896168,-0.17821935,6.8145733,-0.0007779381,-1.2966006,0.073057815,1.3335531,0.08822273,4.7808733,7.7429805,-0.016505571,0.6711897,4.9545617,2.9843607,-0.21963486,-0.03928474,0.3948416,-0.18345903,-0.12421048,4.9677286,0.11554733,4.8804064
t69,8.958767,0.26032075,-0.18815696,6.104235,-0.0007558384,-1.3608842,0.07842944,1.4246229,0.1200397,5.8741226,8.767477,-0.00027862622,0.69048834,6.010999,3.1361341,-0.25130016,-0.04414891,0.43879926,-0.19916227,-0.12960094,4.194857,0.16153067,5.297699
t150,6.7199535,0.42503327,-0.20898391,5.138517,-0.0007409799,-1.5447412,0.103078954,1.9163879,0.15311082,8.623928,11.328578,0.23481594,0.7493167,8.816897,3.6405177,-0.31733808,-0.05567782,0.5214549,-0.24009453,-0.149518,2.3900266,0.24846895,7.2414083
t175,5.787254,0.4893911,-0.21748017,4.5324345,-0.0007229356,-1.6101812,0.10903176,2.0393512,0.17380914,9.647002,12.285558,0.49586695,0.761459,9.830494,3.7669504,-0.34547937,-0.059776098,0.56192005,-0.25567323,-0.15497223,1.7039802,0.28840396,7.7171392
t176,5.487217,0.51252335,-0.21974996,4.334677,-0.0007166114,-1.6353966,0.111227706,2.021515,0.18064757,9.975439,12.5876255,0.58238626,0.76266193,10.188399,3.8342752,-0.3582538,-0.060939245,0.57924944,-0.2604134,-0.15725495,1.4728439,0.29652122,7.8245497
t167,5.4709787,0.51406485,-0.2199799,4.3124394,-0.0007163453,-1.634504,0.11103665,2.0405507,0.17970838,9.965072,12.563947,0.6025567,0.7615031,10.186208,3.8242157,-0.35798168,-0.061001748,0.57928646,-0.26037136,-0.15744112,1.4765384,0.2978785,7.8067455
t155,5.4048586,0.51727664,-0.2202926,4.3082404,-0.0007167444,-1.6351124,0.110192336,1.998331,0.18474132,9.959436,12.610621,0.5824615,0.7608447,10.16606,3.817991,-0.35656136,-0.06076544,0.58322996,-0.2603004,-0.15739404,1.4067092,0.29659566,7.739235
t99,6.0593987,0.46302876,-0.21688327,4.3984113,-0.0007069348,-1.5653985,0.10097095,1.8398247,0.18250152,9.050526,11.75759,0.5697577,0.7694565,9.168686,3.5890608,-0.34403107,-0.058112882,0.54305947,-0.24635454,-0.14808725,2.04793,0.2946699,7.0664034
t181,5.51242,0.5303221,-0.2280817,4.260949,-0.00072521664,-1.6444436,0.106419064,1.8885452,0.19675249,9.951691,12.609569,0.53811884,0.7968209,9.97499,3.795477,-0.35991442,-0.061954368,0.5634007,-0.26115888,-0.1625314,1.4349512,0.32311642,7.6052785
t182,5.43342,0.53520185,-0.22814101,4.208452,-0.0007246368,-1.650862,0.10713356,1.8962097,0.19797806,10.033277,12.669317,0.5584106,0.7935223,10.080097,3.8073845,-0.3633442,-0.062112406,0.5690047,-0.26191357,-0.16388167,1.3922579,0.3218941,7.6109166
t156,5.4494944,0.532188,-0.22945547,4.1812143,-0.00071773905,-1.6483513,0.10683262,1.8992419,0.19816163,10.005092,12.668553,0.60177493,0.797411,10.063707,3.8134854,-0.36269626,-0.062246304,0.5708973,-0.2624923,-0.16217843,1.441967,0.3226944,7.5907817
t109,6.259499,0.44969702,-0.22151114,4.6629233,-0.000714995,-1.5651135,0.10023256,1.9236554,0.17913088,9.0269165,11.759279,0.4409617,0.76711607,9.019845,3.6148174,-0.33234155,-0.05782855,0.5337142,-0.2464682,-0.14970335,2.0310483,0.28847468,7.117578
t87,5.9666944,0.47176784,-0.22324206,4.45117,-0.0007257572,-1.5814208,0.09928211,1.9029256,0.18266034,9.213524,11.950096,0.6481351,0.7659107,9.264649,3.6080952,-0.3333112,-0.05830688,0.55385494,-0.25256878,-0.15425134,1.924986,0.2998237,7.026779
t46,11.154534,0.10698429,-0.16152051,6.9260015,-0.000779495,-1.2088585,0.054903127,1.0106419,0.07837514,3.2927716,6.3037186,-0.007756516,0.60966396,3.3633444,2.4254634,-0.19048154,-0.031736948,0.38286358,-0.16287704,-0.102591425,5.9214897,0.06967586,3.4681485
t24,12.567757,0.008757665,-0.13963482,6.910572,-0.0007864298,-1.1004633,0.02494597,0.3840776,0.08472035,1.3737956,4.4604254,0.25173998,0.5406588,1.1264943,1.5883455,-0.16624354,-0.021883437,0.37200522,-0.13837051,-0.06785955,6.9099,0.027387977,1.3963577
t20,14.145806,2.5048954,-0.19610146,9.287411,-0.0009525204,-0.88438547,0.024669182,1.5462706,0.0471041,0.069468826,2.9307363,-0.010182977,0.5491793,-0.024543302,-0.037198953,0.41267657,0.66597474,0.4280704,-0.14130549,-0.017301774,8.997945,2.4183042,-0.023238504
t19,8.630065,0.12452628,-0.16095018,4.799919,-0.00062439294,-1.01667,0.030828448,0.97226155,0.078674525,1.1739266,4.8878045,1.2127273,0.6014363,2.6171029,2.0821745,-0.16013637,-0.024883969,0.5156855,-0.12938331,-0.07906543,6.168635,0.040165268,1.1892555
t18,13.170339,4.5674458,-0.23988625,10.812281,-0.0009285725,-0.6454106,0.055355396,3.2631078,0.018907696,0.103532284,2.1569824,-0.047679957,0.5361384,-0.03533427,-0.10337672,2.7899072,2.6095178,0.40149072,-0.15387614,0.33717817,9.766638,4.386108,-0.04603151
t5,7.95793,3.5174658,-0.1711502,7.4880824,-0.0005939539,-0.3498986,0.044342913,2.5292628,0.020647975,0.068622604,1.4517897,-0.04248899,0.3848092,-0.024834653,-0.029901342,2.3151014,2.0327659,0.26362607,-0.1012215,0.3572746,6.547976,3.2071211,-0.03009743
t1,7.3503547,8.009281,-0.28806734,10.914513,-0.0006471855,0.008582909,0.10907232,4.6394725,0.02949423,0.08722644,0.6076431,-0.15345453,0.36277673,-0.06918796,-0.4406141,7.465544,6.6409597,0.15732771,-0.19013374,2.472415,6.320758,5.905061,-0.04884107
t2,7.300243,7.9337254,-0.28498915,10.77131,-0.00063623936,-0.0018834458,0.10868527,4.591292,0.02850986,0.08691339,0.6263367,-0.15262009,0.36037716,-0.067737214,-0.43632776,7.3361645,6.5566487,0.1541266,-0.18802755,2.4900107,6.275318,5.824103,-0.04917006
